"","carat","cut","color","clarity","depth","table","price","x","y","z"
"726",2.57,"Premium","D","SI2",58.9,58,17924,8.99,8.94,5.28
"727",2.16,"Premium","I","SI1",58.5,60,17934,8.54,8.49,4.98
"728",2.02,"Premium","E","SI2",58.2,60,17938,8.32,8.25,4.82
"729",2.03,"Premium","H","VS2",62.6,59,17975,8.06,8.1,5.06
"730",2.01,"Premium","G","VS2",61.4,58,17987,8.11,7.99,4.94
"731",2.05,"Premium","G","SI2",58.7,60,17988,8.4,8.32,4.91
"732",2.35,"Premium","H","SI1",62.6,60,17999,8.42,8.38,5.26
"733",2.09,"Premium","F","SI2",61.7,59,18002,8.23,8.21,5.07
"734",2.18,"Premium","G","SI2",61.9,60,18003,8.29,8.24,5.12
"735",2.25,"Premium","D","SI2",60.4,59,18007,8.54,8.48,5.13
"736",2.51,"Premium","J","VS2",62.2,58,18020,8.73,8.67,5.41
"737",2.32,"Premium","I","SI1",61.2,58,18026,8.57,8.52,5.23
"738",2.11,"Premium","E","SI2",62.4,61,18034,8.19,8.1,5.08
"739",2.25,"Premium","I","SI1",60.1,60,18034,8.55,8.51,5.13
"740",2.25,"Premium","H","SI2",62.8,59,18034,0,0,0
"741",2.28,"Premium","H","SI2",62.1,59,18055,8.44,8.4,5.23
"742",2.04,"Premium","F","SI2",60.2,58,18066,8.17,8.24,4.94
"743",2.01,"Premium","G","SI1",61.8,60,18077,7.99,8.04,4.95
"744",2.04,"Premium","H","VS1",60.7,61,18104,8.18,8.1,4.94
"745",2.04,"Premium","H","SI1",62.5,61,18115,8.08,8.04,5.04
"746",2.04,"Premium","H","SI1",63,58,18115,8.1,8.03,5.08
"747",2.02,"Premium","E","SI2",61,59,18117,8.18,8.12,4.97
"748",2.12,"Premium","E","SI2",58.3,59,18120,8.48,8.41,4.92
"749",2.03,"Premium","H","VS2",62.6,59,18139,8.1,8.06,5.06
"750",2.03,"Premium","H","VS2",62.1,56,18139,8.2,8.12,5.07
"751",2.23,"Premium","I","VS2",61.2,58,18149,8.43,8.36,5.14
"752",2.12,"Premium","G","SI2",62.6,59,18164,8.18,8.12,5.1
"753",2.03,"Premium","G","VS2",60.9,59,18166,8.17,8.14,4.97
"754",2.52,"Premium","F","SI2",60.6,60,18179,8.78,8.7,5.3
"755",2.01,"Premium","H","SI1",61.7,60,18188,8.06,7.96,4.94
"756",2.07,"Premium","I","VS2",61.2,58,18193,8.18,8.2,5.01
"757",2.2,"Premium","G","SI1",60.5,55,18193,8.49,8.42,5.11
"758",2.01,"Premium","I","VS1",62.9,59,18206,8.03,7.94,5.02
"759",2.02,"Premium","H","VS2",60.8,62,18207,8.17,8.12,4.95
"760",2.02,"Premium","H","VS2",62.7,53,18207,8.02,7.95,0
"761",2.04,"Premium","F","SI2",60.2,58,18231,8.24,8.17,4.94
"762",2.19,"Premium","E","SI2",62.4,61,18232,8.31,8.23,5.16
"763",2.3,"Premium","I","VS2",61.8,60,18239,8.47,8.39,5.21
"764",3.01,"Premium","I","SI2",60.2,59,18242,9.36,9.31,5.62
"765",2.52,"Premium","I","SI1",58.5,59,18252,8.9,8.87,5.2
"766",2.53,"Premium","H","SI1",62.1,59,18254,8.83,8.73,5.45
"767",2.51,"Premium","I","SI2",62.3,57,18255,8.76,8.69,5.44
"768",2.02,"Premium","F","SI2",61.3,59,18274,8.15,8.11,4.98
"769",2.03,"Premium","D","SI2",62.4,59,18286,8.04,7.98,5
"770",2.14,"Premium","E","SI2",61.5,58,18291,8.31,8.24,5.09
"771",2.01,"Premium","H","SI1",61.4,56,18295,8.19,8.13,5.01
"772",2.03,"Premium","E","SI2",61.5,59,18310,8.16,8.24,5.04
"773",2.05,"Premium","H","VS2",61.8,60,18318,8.19,8.14,5.05
"774",2.02,"Premium","F","SI2",61.7,58,18320,8.11,8.15,5.02
"775",2.49,"Premium","I","SI2",61.2,56,18325,8.76,8.7,5.34
"776",2.07,"Premium","I","VS2",61.2,58,18359,8.2,8.18,5.01
"777",2.2,"Premium","I","VS2",62,57,18364,8.38,8.34,5.18
"778",2,"Premium","H","SI1",63,56,18371,7.98,7.93,5.01
"779",2,"Premium","H","SI1",58.2,60,18371,8.34,8.26,4.83
"780",2.03,"Premium","G","SI1",61.3,59,18423,8.11,8.08,4.96
"781",2.26,"Premium","H","SI1",60.3,58,18426,8.56,8.51,5.15
"782",2.29,"Premium","J","IF",61.4,60,18426,8.45,8.49,5.2
"783",2,"Premium","E","SI2",61.8,56,18426,8.12,8.05,5
"784",2.22,"Premium","I","SI1",59.9,59,18432,8.46,8.41,5.05
"785",2.06,"Premium","G","SI1",61.5,58,18439,8.2,8.15,5.03
"786",2.09,"Premium","H","VS2",62.2,58,18443,8.17,8.12,5.06
"787",2.5,"Premium","I","SI2",59,60,18447,8.76,8.89,5.21
"788",2.08,"Premium","I","VS2",58.9,61,18447,8.36,8.35,4.92
"789",2.03,"Premium","E","SI2",61.5,59,18477,8.24,8.16,5.04
"790",2.16,"Premium","I","VS2",58.7,60,18481,8.54,8.5,5
"791",2.57,"Premium","J","SI1",63,58,18485,8.77,8.65,5.49
"792",2.02,"Premium","F","SI2",61.7,58,18487,8.15,8.11,5.02
"793",2,"Premium","F","SI1",62.6,59,18493,8.1,8.04,5.05
"794",2.38,"Premium","H","VS1",60.9,59,18522,8.62,8.59,5.24
"795",3.04,"Premium","I","SI2",59.3,60,18559,9.51,9.46,5.62
"796",2.38,"Premium","J","VS2",62.1,58,18559,8.54,8.49,5.29
"797",2.09,"Premium","H","SI1",61.1,56,18559,8.3,8.23,5.05
"798",2.11,"Premium","D","SI2",60.9,60,18575,8.28,8.21,5.02
"799",2.29,"Premium","J","IF",61.4,60,18594,8.49,8.45,5.2
"800",2.07,"Premium","F","SI2",60.7,59,18611,8.21,8.16,4.97
"801",2.42,"Premium","J","VS2",61.3,59,18615,8.61,8.58,5.27
"802",2.29,"Premium","I","VS2",60.8,60,18653,8.47,8.5,5.16
"803",2.12,"Premium","H","SI1",61.1,60,18656,8.18,8.26,5.02
"804",2.02,"Premium","F","SI2",62.1,56,18678,8.07,7.99,4.99
"805",2.03,"Premium","G","VS2",59.6,60,18680,8.27,8.21,4.91
"806",2.43,"Premium","J","VS2",62.2,57,18692,8.63,8.54,5.34
"807",3.51,"Premium","J","VS2",62.5,59,18701,9.66,9.63,6.03
"808",2.01,"Premium","G","SI2",61.2,57.2,18705,8.08,8.14,4.97
"809",2.22,"Premium","J","VS1",60,60,18706,8.49,8.43,5.08
"810",3.01,"Premium","J","SI2",60.7,59,18710,9.35,9.22,5.64
"811",3.01,"Premium","J","SI2",59.7,58,18710,9.41,9.32,5.59
"812",2.18,"Premium","F","SI1",61.2,60,18717,8.38,8.3,5.1
"813",2.01,"Premium","G","SI1",60.3,59,18741,8.23,8.15,4.94
"814",2.36,"Premium","H","SI2",59.4,58,18745,8.69,8.75,5.18
"815",2.55,"Premium","I","VS1",61.8,62,18766,8.7,8.65,5.36
"816",2.05,"Premium","F","SI2",60.2,59,18784,8.28,8.33,5
"817",2.04,"Premium","H","SI1",58.1,60,18795,8.37,8.28,4.84
"818",2,"Premium","I","VS1",60.8,59,18795,8.13,8.02,4.91
"819",2.29,"Premium","I","SI1",61.8,59,18797,8.52,8.45,5.24
"820",2.29,"Premium","I","VS2",60.8,60,18823,8.5,8.47,5.16
